section_number,title,description,chapter,chapter_title,keywords,text_length
192A,Using vehicle without permit,"1[192A. Using vehicle without permit-- (1) Whoever drives a motor vehicle or causes or allows a motor vehicle to be used in contravention of the provisions of sub-section (1) of section 66 or in contravention of any condition of a permit relating to the route on which or the area in which or the purpose for which the vehicle may be used, shall be punishable for the first offence with 2[imprisonment for a term which may extend to six months and] a fine 3[of ten thousand rupees] and for any subseq...",8,Motor Vehicle Testing,"whoever, without, provided, permit, using, nothing, vehicle",1474
192B,Offences relating to registration,"1[192B. Offences relating to registration.--(1) Whoever, being the owner of a motor vehicle, fails to make an application for registration of such motor vehicle under sub-section (1) of section 41 shall be punishable with fine of five times the annual road tax or one-third of the lifetime tax of the motor vehicle whichever is higher. (2) Whoever, being a dealer, fails to make an application for the registration of a new motor vehicle under the second proviso to sub-section (1) of section 41 shal...",8,Motor Vehicle Testing,"offences, relating, registration, whoever",1814
193,"Punishment of agents, canvassers and aggregators without proper authority","193. Punishment of 1[agents, canvassers and aggregators] without proper authority.--Whoever engages himself as an agent or canvasser in contravention of the provisions of section 93 or of any rules made thereunder shall be punishable for the first offence with fine 2[of one thousand rupees] and for any second or subsequent offence with imprisonment which may extend to six months, or with fine 3[of two thousand rupees], or with both. 4[(2) Whoever engages himself as an aggregator in contravention...",8,Motor Vehicle Testing,"canvassers, whoever, punishment, without, authority, state government, agents, aggregators, proper",923
194,Driving vehicle exceeding permissible weight,"1[(1) Whoever drivers a motor vehicle or causes or allows a motor vehicle to be drives in contravention of the provisions of section 113 or section 114 or section 115 shall be punishable with 2*** fine 3[of twenty thousand rupees and an additional amount of two thousand rupees per tonne of excess load], together with the liability to pay charges for off-loading of the excess load.] 4[Provided that such motor vehicle shall not be allowed to move before such excess load is removed or is caused or ...",8,Motor Vehicle Testing,"driving, whoever, provided, permissible, exceeding, weight, vehicle",1836
194A,Carriage of excess passengers,1[194A. Carriage of excess passengers.-- Whoever drives a transport vehicle or causes or allows a transport vehicle to be driven while carrying more passengers than is authorised in the registration certificate of such transport vehicle or the permit conditions applicable to such transport vehicle shall be punishable with a fine of two hundred rupees per excess passenger: Provided that such transport vehicle shall not be allowed to move before the excess passengers are off-loaded and an alternat...,8,Motor Vehicle Testing,"whoever, provided, excess, passengers, carriage",547
194B,Use of safety belts and the seating of children,"1[194B. Use of safety belts and the seating of children.-- (1) Whoever drives a motor vehicle without wearing a safety belt or carries passengers not wearing seat belts shall be punishable with a fine of one thousand rupees: Provided that the State Government, may by notification in the Official Gazette, exclude the application of this sub-section to transport vehicles to carry standing passengers or other specified classes of transport vehicles. (2) Whoever drives a motor vehicle or causes or a...",8,Motor Vehicle Testing,"children, whoever, official gazette, provided, seating, belts, safety, state government",716
194C,Penalty for violation of safety measures for motor cycle drivers and pillion riders,1[194C. Penalty for violation of safety measures for motor cycle drivers and pillion riders.-- Whoever drives a motor cycle or causes or allows a motor cycle to be driven in contravention of the provisions of section 128 or the rules or regulations made thereunder shall be punishable with a fine of one thousand rupees and he shall be disqualified for holding licence for a period of three months.],8,Motor Vehicle Testing,"whoever, penalty, cycle, violation, drivers, measures, motor, safety, pillion, riders",399
194D,Penalty for not wearing protective headgear,1[194D. Penalty for not wearing protective headgear.-- Whoever drives a motor cycle or causes or allows a motor cycle to be driven in contravention of the provisions of section 129 or the rules or regulations made thereunder shall be punishable with a fine of one thousand rupees and he shall be disqualified for holding licence for a period of three months.],8,Motor Vehicle Testing,"whoever, penalty, protective, headgear, wearing",359
194E,Failure to allow free passage to emergency vehicles,"1[194E. Failure to allow free passage to emergency vehicles.-- Whoever while driving a motor vehicle fails to draw to the side of the road, on the approach of a fire service vehicle or of an ambulance or other emergency vehicle as may be specified by the State Government, shall be punishable with imprisonment for a term which may extend to six months, or with a fine of ten thousand rupees or with both.]",8,Motor Vehicle Testing,"whoever, failure, emergency, passage, vehicles, allow, free, state government",406
194F,Use of horns and silence zones,"1[194F. Use of horns and silence zones.-- Whoever-- (a) while driving a motor vehicle-- (i) sounds the horn needlessly or continuously or more than necessary to ensure safety, or (ii) sounds the horn in an area with a traffic sign prohibiting the use of a horn, or (b) drives a motor vehicle which makes use of a cut-out by which exhaust gases are released other than through the silencer, shall be punishable with a fine of one thousand rupees and for a second or subsequent offence with a fine of t...",8,Motor Vehicle Testing,"whoever, silence, zones, horns",520
195,Omitted,"195. [Imposition of minimum fine under certain circumstances.]--Omitted by Act The Motor Vehicles (Amendment) Act, 2019 (32 of 2019), s. 80 (w.e.f. 1-9-2019).",8,Motor Vehicle Testing,"omitted, amendment, motor vehicles, imposition",158
196,Driving uninsured vehicle,"Whoever drives a motor vehicle or causes or allows a motor vehicle to be driven in contravention of the provisions of section 146 shall be punishable 1[for the first offence] with imprisonment which may extend to three months, or with fine 2[of two thousand rupees], or with both 1[, and for a subsequent offence shall be punishable with imprisonment for a term which may extend to three months, or with fine of four thousand rupees, or with both.]",8,Motor Vehicle Testing,"driving, whoever, uninsured, vehicle",448
197,Taking vehicle without authority,"(1) Whoever takes and drives away any motor vehicle without having either the consent of the owner thereof or other lawful authority shall be punishable with imprisonment which may extend to three months or with fine 1[of five thousand rupees], or with both. Provided that no person shall be convicted under this section if the Court is satisfied that such person acted in the reasonable belief that he had lawful authority or in the reasonable belief that the owner would in the circumstances of the...",8,Motor Vehicle Testing,"whoever, without, provided, authority, taking, court, vehicle",1109
198,Unauthorised interference with vehicle,Whoever otherwise than with lawful authority or reasonable execuse enters or mounts any stationary motor vehicle or tampers with the brake or any part of the mechanism of a motor vehicle shall be punishable 1[with fine of one thousand rupees].,8,Motor Vehicle Testing,"whoever, unauthorised, interference, vehicle",243
198A,"Failure to comply with standards for road design, construction and maintenance","1[198A. Failure to comply with standards for road design, construction and maintenance.--(1) Any designated authority, contractor, consultant or concessionaire responsible for the design or construction or maintenance of the safety standards of the road shall follow such design, construction and maintenance standards, as may be prescribed by the Central Government from time to time. (2) Where failure on the part of the designated authority, contractor, consultant or concessionaire responsible un...",8,Motor Vehicle Testing,"fund, comply, failure, road, central government, design, construction, maintenance, standards",2083
199,Offences by companies,"(1) Where an offence under this Act has been committed by a company, every person who at the time the offence was committed, was in charge of, and was responsible to, the company, for the conduct of the business of the company, as well as the company, shall be deemed to be guilty of the contravention and shall be liable to be proceeded against and punished accordingly: Provided that nothing in this sub-section shall render any such person liable to any punishment provided in this Act, if he prov...",8,Motor Vehicle Testing,"company, provided, notwithstanding, offences, companies, director, explanation",1347
199A,Offences by juveniles,"1[199A. Offences by juveniles.--(1) Where an offence under this Act has been committed by a juvenile, the guardian of such juvenile or the owner of the motor vehicle shall be deemed to be guilty of the contravention and shall be liable to be proceeded against and punished accordingly: Provided that nothing in this sub-section shall render such guardian or owner liable to any punishment provided in this Act, if he proves that the offence was committed without his knowledge or that he exercised al...",8,Motor Vehicle Testing,"provided, juveniles, offences, court, explanation",2050
199B,Revision of fines,"1[199B. Revision of fines.-- The fines as provided in this Act shall be increased by such amount not exceeding ten per cent. in value of the existing fines, on an annual basis on 1st day of April of each year from the date of commencement of the Motor Vehicles (Amendment) Act, 2019(32 of 2018), as may be notified by the Central Government.]",8,Motor Vehicle Testing,"amendment, central government, april, fines, revision, motor vehicles",342
200,Composition of certain offences,"(1) Any offence whether committed before or after the commencement of this Act 1[punishable under section 177, section 178, section 179, section 180, section 181, section 182, sub-section (1) or sub-section (3) or sub-section (4) of section 182A, section 182B, subsection (1) or sub-section (2) of section 183, section 184 only to the extent of use of handheld communication devices, section 186, section 189, sub-section (2) of section 190, section 192, section 192A, section 194, section 194A, sect...",8,Motor Vehicle Testing,"official gazette, provided, certain, offences, composition, state government",1632
201,Penalty for causing obstruction to free flow of traffic,"(1) Whoever keeps a 1*** vehicle on any public place, in such a manner, so as to cause impediment to the free flow of traffic, shall be liable for penalty up to 2[five hundred rupees], so long as it remains in that position: Provided that the vehicle involved in accidents shall be liable for penalty only from the time of completion of inspection formalities under the law. 3[Provided further that where the vehicle is removed by 4[an agency authorised by the Central Government or State Government,...",8,Motor Vehicle Testing,"whoever, traffic, penalty, provided, central government, causing, obstruction, free, state government, flow",1156
202,Power to arrest without warrant,"(1) A police officer in uniform may arrest without warrant any person who in his presence commits an offence punishable under section 184 or section 185 or section 197: Provided that any person so arrested in connection with an offence punishable under section 185 shall, within two hours of his arrest, be subjected to a medical examination referred to in sections 203 and 204 by a registered medical practitioner failing which he shall be released from custody. 1[(2) A police officer in uniform ma...",8,Motor Vehicle Testing,"warrant, provided, without, arrest, power",852
203,Breath tests,"1[(1) A police officer in uniform or an officer of the Motor Vehicles Department, as may be authorised in this behalf by that Department, may require any person driving or attempting to drive a motor vehicle in a public place to provide one or more specimens of breath for breath test there or nearby, if such police officer or officer has any reasonable cause to suspect him of having committed an offence under section 185: Provided that requirement for breath test shall be made (unless, it is mad...",8,Motor Vehicle Testing,"department, provided, breath, motor vehicles department, tests, explanation",3119
204,Laboratory test,"(1) A person, who has been arrested under section 203 may, while at a police station, be required by a police officer to provide to such registered medical practitioner as may be produced by such police officer, a specimen of his blood for a Laboratory test,-- (a) it appears to the police officer that the device, by means of which breath test was taken in relation to such person, indicates the presence of alcohol in the blood of such person, or (b) such person, when given the opportunity to subm...",8,Motor Vehicle Testing,"provided, laboratory, central government, test, explanation",2226
205,Presumption of unfitness to drive,"In any proceeding for an offence punishable under section 185 if it is proved that the accused, when requested by a police officer at any time so to do, had refused, omitted or failed to consent to the taking of or providing a specimen of his breath for a breath test or a specimen of his blood for a laboratory test, his refusal, omission or failure may, unless reasonable cause therefor is shown, be presumed to be a circumstance supporting any evidence given on behalf of the prosecution, or rebut...",8,Motor Vehicle Testing,"drive, presumption, unfitness",593
206,Power of police officer to impound document,"(1) Any police officer or other person authorised in this behalf by the State Government may, if he has reason to believe that any identification mark carried on a motor vehicle or any licence, permit, certificate of registration, certificate of insurance or other document produced to him by the driver or person in charge of a motor vehicle is a false document within the meaning of section 464 of the Indian Penal Code (45 of 1860), seize the mark or document and call upon the driver or owner of ...",8,Motor Vehicle Testing,"indian penal code, officer, document, impound, court, state government, power, police",2682
207,"Power to detain vehicles used without certificate of registration permit, etc","(1) Any police officer or other person authorised in this behalf by the State Government may, if he has reason to believe that a motor vehicle has been or is being used in contravention of the provisions of section 3 or section 4 or section 39 or without the permit required by sub-section (1) of section 66 or in contravention of any condition of such permit relating to the route on which or the area in which or the purpose for which the vehicle may be used, seize and detain the vehicle, in the p...",8,Motor Vehicle Testing,"certificate, without, detain, permit, provided, vehicles, registration, state government, power, used",1493
208,Summary disposal of cases,"(1) The Court taking cognizance of any offence (other than an offence which the Central Government may by rules specify in this behalf) under this Act,-- (i) may, if the offence is an offence punishable with imprisonment under this Act; and (ii) shall, in any other case, state upon the summons to be served on the accused person that he-- (a) may appear by pleader or in person; or (b) may, by a specified date prior to the hearing of the charge, plead guilty to the charge and remit to the Court, b...",8,Motor Vehicle Testing,"provided, central government, court, disposal, cases, summary",1805
209,Restriction on conviction,"No person prosecuted for an offence punishable under section 183 or section 184 shall be convicted unless-- (a) he was warned at the time the offence was committed that the question of prosecuting him would be taken into consideration, or (b) within fourteen days from the commission of the offence, a notice specifying the nature of the offence and the time and place where it is alleged to have been committed was served on or sent by registered post to him or the person registered as the owner of...",8,Motor Vehicle Testing,"restriction, court, provided, conviction",1100
210,Courts to send intimation about conviction,"Every Court by which any person holding a driving licence is convicted of an offence under this Act or of an offence in the commission of which a motor vehicle was used, shall send intimation to-- (a) the licensing authority which issued the driving licence, and (b) the licensing authority by whom the licence was last renewed, and every such intimation shall state the name and address of the holder of the licence, the licence number, the date of issue and renewal of the same, the nature of the o...",8,Motor Vehicle Testing,"courts, send, intimation, conviction, every court, about",592
210A,Power of State Government to increase penalties,"1[210A. Power of State Government to increase penalties.--Subject to conditions made by the Central Government, a State Government, shall, by notification in the Official Gazette, specify a multiplier, not less than one and not greater than ten, to be applied to each fine under this Act and such modified fine, shall be in force in such State and different multipliers may be applied to different classes of motor vehicles as may be classified by the State Government for the purpose of this section...",8,Motor Vehicle Testing,"increase, subject, central government, state, state government, power, government, penalties",502
210B,Penalty for offence committed by an enforcing authority,"1[210B. Penalty for offence committed by an enforcing authority.-- Any authority that is empowered to enforce the provisions of this Act shall, if such authority commits an offence under this Act, shall be liable for twice the penalty corresponding to that offence under this Act.]",8,Motor Vehicle Testing,"penalty, authority, enforcing, committed, offence",281
210C,Power of Central Government to make rules,"1[210C. Power of Central Government to make rules.--The Central Government may make rules for-- (a) design, construction and maintenance standards for National highways; (b) such other factors as may be taken into account by the Court under sub-section (3) of section 198A; (c) any other matter which is, or has to be, prescribed by the Central Government.]",8,Motor Vehicle Testing,"central government, central, rules, court, power, make, government, national",357
210D,Power of State Government to make rules,"1[210D. Power of State Government to make rules.-- The State Government may make rules for design, construction and maintenance standards for roads other than national highways, and for any other matter which is, or may be, prescribed by the State Government.]",8,Motor Vehicle Testing,"state, rules, state government, power, make, government",260
211,Power to levy fee,"Any rule which the Central Government or the State Government is empowered to make under this Act may, notwithstanding the absence of any express provision to that effect, provide for the levy of such fees in respect of applications, amendment of documents, issue of certificates, licences, permits, tests, endorsements, badges, plates, countersignatures, authorisation, supply of statistics or copies of documents or orders and for any other purpose or matter involving the rendering of any service ...",9,Offences and Penalties,"provided, central government, power, levy, state government, government",816
211A,Use of electronic forms and documents,"1[211A. Use of electronic forms and documents.--(1) Where any provision of this Act or the rules and regulations made there under provide for-- (a) the filing of any form, application or any other document with any office, authority, body or agency owned or controlled by the Central Government or the State Government in a particular manner; (b) the issue or grant of any licence, permit, sanction, approval or endorsement, by whatever name called in a particular manner; or (c) the receipt or payme...",9,Offences and Penalties,"central government, documents, state government, forms, electronic",1206
212,"Publication, commencement and laying of rules and notifications","(1) The power to make rules under this Act is subject to the condition of the rules being made after previous publication. (2) All rules made under this Act shall be published in the Official Gazette, and shall unless some later date is appointed, come into force on the date of such publication. (3) Every rule made by any State Government shall be laid, as soon as may be after it is made before the State Legislature. (4) Every rule made by the Central Government under this Act, every scheme made...",9,Offences and Penalties,"official gazette, every, state legislature, commencement, notifications, rules, publication, state government, laying",2715
213,Appointment of motor vehicles officers,"(1) The State Government may, for the purpose of carrying into effect the provisions of this Act, establish a Motor Vehicles Department and appoint as officers thereof such persons as it thinks fit. (2) Every such officer shall be deemed to be a public servant within the meaning of the Indian Penal Code (45 of 1860). (3) The State Government may make rules to regulate the discharge by officers of the Motor Vehicles Department of their functions and in particular and without prejudice to the gene...",9,Offences and Penalties,"indian penal code, every, officers, motor vehicles department, vehicles, motor, appointment, state government",3242
214,Effect of appeal and revision on orders passed by original authority,"(1) Where an appeal has been preferred or an application for revision has been made against any order passed by an original authority under this Act, the appeal or the application for revision shall not operate as a stay of the order passed by the original authority and such order shall remain in force pending the disposal of the appeal or the application for revision, as the case may be, unless the prescribed appellate authority or revisional authority otherwise directs. (2) Notwithstanding any...",9,Offences and Penalties,"orders, passed, notwithstanding, authority, appeal, revision, effect, original",1384
215,Road Safety Councils and Committees,"(1) The Central Government may, by notification in the Official Gazette, constitute for the country a National Road Safety Council consisting of a Chairman and such other members as that Government considers necessary and on such terms and conditions as that Government may determine. (2) A State Government may, by notification in the Official Gazette, constitute for the State a State Road Safety Council consisting of a Chairman and such other members as that Government considers necessary and on...",9,Offences and Penalties,"official gazette, committees, road, central government, councils, safety, national road safety council, government, chairman",1112
215A,Power of Central Government and State Government to delegate,"1[215A. Power of Central Government and State Government to delegate.--Notwithstanding anything contained in this Act,-- (a) the Central Government shall have the power to delegate any power or functions that have been conferred upon it by the Act to any public servant or public authority and authorise such public servant or public authority to discharge any of its powers, functions and duties under this Act; (b) the State Government shall have the power to delegate any power or functions that h...",9,Offences and Penalties,"central government, notwithstanding, state, central, state government, power, delegate, government",703
215B,National Road Safety Board,"1[215B. National Road Safety Board.--(1) The Central Government shall, by notification in the Official Gazette, constitute a National Road Safety Board consisting of a Chairman, such number of representatives from the State Governments, and such other members as it may consider necessary and on such terms and conditions as may be prescribed by the Central Government.] (2) The National Board shall render advice to the Central Government or State Government, as the case may be, on all aspects pert...",9,Offences and Penalties,"official gazette, road, central government, national road safety board, safety, chairman, board, national",1211
215C,Power of Central Government to make rules,"1[215C. Power of Central Government to make rules.--(1) The Central Government may make rules for the purposes of carrying into effect the provisions of this Chapter. (2) Without prejudice to the generality of the foregoing power, such rules may provide for-- (a) the use of electronic forms and means for the filing of documents, issue or grant of licence, permit, sanction, approval or endorsements and the receipt or payment of money as referred to in section 211A; (b) the minimum qualifications ...",9,Offences and Penalties,"without, central government, central, rules, chapter, power, make, government",1055
215D,Power of State Government to make rules,"1[215D. Power of State Government to make rules.-- (1) The State Government may make rules for the purposes of carrying into effect, the provisions of this Chapter, other than the matters specified in section 215C. (2) Without prejudice to the generality of the foregoing power, such rules may provide for-- (a) the use of electronic forms and means for the filing of documents, issue or grant of licence, permit, sanction, approval or endorsements and the receipt or payment of money as referred to ...",9,Offences and Penalties,"without, state, rules, state government, chapter, power, make, government",1195
216,Power to remove difficulties,"(1) If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order published in the Official Gazette, make such provisions, not inconsistent with the provisions of this Act as appear to it to be necessary or expedient for removing the difficulty: Provided that no such order shall be made after the expiry of a period of three years from the date of commencement of this Act. (2) Every order made under this section shall, as soon as may be after it is ...",9,Offences and Penalties,"official gazette, every, house, provided, central government, remove, difficulties, power",546
217,Repeal and savings,"(1) The Motor Vehicles Act, 1939 (4 of 1939) and any law corresponding to that Act in force in any State immediately before the commencement of this Act in that State (hereafter in this section referred to as the repealed enactments) are hereby repealed. (2) Notwithstanding the repeal by sub-section (1) of the repealed enactments,-- (a) any notification, rule, regulation, order or notice issued, or any appointment or declaration made, or exemption granted, or any confiscation made, or any penalt...",9,Offences and Penalties,"savings, notwithstanding, repeal, state, motor vehicles act",2687
